compose_file,host_path,container_path,mount_options,full_mount,category,recommended_action
services/cli/opencode/test/tool/tool.test.ts,"services/cli/opencode/src/tool/ls""",,,"services/cli/opencode/src/tool/ls""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/test/tool/tool.test.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/test/tool/tool.test.ts,services/cli/opencode/test/tool/example,,,services/cli/opencode/test/tool/example,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/test/tool/tool.test.ts,"services/cli/opencode/test/tool/example"",",,,"services/cli/opencode/test/tool/example"",",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/watch.ts,"services/cli/opencode/src/flag/flag""",,,"services/cli/opencode/src/flag/flag""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/watch.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/watch.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/watch.ts,"services/cli/opencode/src/bus""",,,"services/cli/opencode/src/bus""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/index.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/index.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/index.ts,"services/cli/opencode/src/bus""",,,"services/cli/opencode/src/bus""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/time.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/time.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/ripgrep.ts,"services/cli/opencode/src/global""",,,"services/cli/opencode/src/global""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/ripgrep.ts,"services/cli/opencode/src/util/lazy""",,,"services/cli/opencode/src/util/lazy""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/ripgrep.ts,"services/cli/opencode/src/util/error""",,,"services/cli/opencode/src/util/error""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/ripgrep.ts,"services/cli/opencode/src/file/fzf""",,,"services/cli/opencode/src/file/fzf""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/fzf.ts,"services/cli/opencode/src/global""",,,"services/cli/opencode/src/global""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/fzf.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/fzf.ts,"services/cli/opencode/src/util/lazy""",,,"services/cli/opencode/src/util/lazy""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/file/fzf.ts,"services/cli/opencode/src/util/error""",,,"services/cli/opencode/src/util/error""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/snapshot/index.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/snapshot/index.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/snapshot/index.ts,"services/cli/opencode/src/file/ripgrep""",,,"services/cli/opencode/src/file/ripgrep""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/storage/storage.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/storage/storage.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/storage/storage.ts,"services/cli/opencode/src/bus""",,,"services/cli/opencode/src/bus""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/app/app.ts,"services/cli/opencode/src/global""",,,"services/cli/opencode/src/global""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/app/app.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/app/app.ts,"services/cli/opencode/src/util/context""",,,"services/cli/opencode/src/util/context""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/app/app.ts,"services/cli/opencode/src/util/filesystem""",,,"services/cli/opencode/src/util/filesystem""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/cli/cmd/upgrade""",,,"services/cli/opencode/src/cli/cmd/upgrade""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/cli/error""",,,"services/cli/opencode/src/cli/error""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/cli/cmd/serve""",,,"services/cli/opencode/src/cli/cmd/serve""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/cli/cmd/run""",,,"services/cli/opencode/src/cli/cmd/run""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/cli/cmd/auth""",,,"services/cli/opencode/src/cli/cmd/auth""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/cli/ui""",,,"services/cli/opencode/src/cli/ui""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/cli/cmd/models""",,,"services/cli/opencode/src/cli/cmd/models""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/acgs/middleware""",,,"services/cli/opencode/src/acgs/middleware""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/installation""",,,"services/cli/opencode/src/installation""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/cli/cmd/tui""",,,"services/cli/opencode/src/cli/cmd/tui""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/cli/cmd/generate""",,,"services/cli/opencode/src/cli/cmd/generate""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/acgs/index""",,,"services/cli/opencode/src/acgs/index""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/cli/cmd/debug""",,,"services/cli/opencode/src/cli/cmd/debug""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/index.ts,"services/cli/opencode/src/util/error""",,,"services/cli/opencode/src/util/error""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/installation/index.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/installation/index.ts,"services/cli/opencode/src/bus""",,,"services/cli/opencode/src/bus""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/installation/index.ts,"services/cli/opencode/src/util/error""",,,"services/cli/opencode/src/util/error""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/opencode/dist/${name}/bin/tui,,,services/cli/opencode/opencode/dist/${name}/bin/tui,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/${pkg.name},,,services/cli/opencode/script/dist/${pkg.name},wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,"services/cli/opencode/script/bin/${pkg.name}`,",,,"services/cli/opencode/script/bin/${pkg.name}`,",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/${name}/bin/tui`,,,services/cli/opencode/script/dist/${name}/bin/tui`,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/homebrew-tap`,,,services/cli/opencode/script/dist/homebrew-tap`,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/tui/cmd/opencode/main.go`.cwd(,,,services/cli/opencode/tui/cmd/opencode/main.go`.cwd(,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/opencode-darwin-arm64.zip,,,services/cli/opencode/script/dist/opencode-darwin-arm64.zip,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/opencode-linux-arm64.zip,,,services/cli/opencode/script/dist/opencode-linux-arm64.zip,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,"services/cli/opencode/package.json""",,,"services/cli/opencode/package.json""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/${key}.zip,,,services/cli/${key}.zip,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/homebrew-tap,,,services/cli/opencode/script/dist/homebrew-tap,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/aur-${pkg}/PKGBUILD`,,,services/cli/opencode/script/dist/aur-${pkg}/PKGBUILD`,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/aur-${pkg},,,services/cli/opencode/script/dist/aur-${pkg},wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,"services/cli/opencode/tui"",",,,"services/cli/opencode/tui"",",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/${pkg.name}/postinstall.mjs`,,,services/cli/opencode/script/dist/${pkg.name}/postinstall.mjs`,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/bin,,,services/cli/opencode/script/bin,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/src/index.ts,,,services/cli/opencode/script/src/index.ts,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/${pkg.name}/package.json`,,,services/cli/opencode/script/dist/${pkg.name}/package.json`,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/${pkg.name}`,,,services/cli/opencode/script/dist/${pkg.name}`,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/aur-${pkg}`,,,services/cli/opencode/script/dist/aur-${pkg}`,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,"services/cli/opencode/script/postinstall.mjs"",",,,"services/cli/opencode/script/postinstall.mjs"",",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/${pkg.name}/bin`,,,services/cli/opencode/script/dist/${pkg.name}/bin`,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/opencode,,,services/cli/opencode/script/opencode,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/*.zip`,,,services/cli/opencode/script/dist/*.zip`,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/opencode-darwin-x64.zip,,,services/cli/opencode/script/dist/opencode-darwin-x64.zip,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,"services/cli/opencode/script/dist/homebrew-tap/opencode.rb""",,,"services/cli/opencode/script/dist/homebrew-tap/opencode.rb""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/script/postinstall.mjs,,,services/cli/opencode/script/script/postinstall.mjs,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/script/publish.ts,services/cli/opencode/script/dist/opencode-linux-x64.zip,,,services/cli/opencode/script/dist/opencode-linux-x64.zip,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/acgs/middleware.ts,"services/cli/opencode/src/acgs/index""",,,"services/cli/opencode/src/acgs/index""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/acgs/middleware.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/index.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/index.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/index.ts,"services/cli/opencode/src/file/ripgrep""",,,"services/cli/opencode/src/file/ripgrep""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/index.ts,"services/cli/opencode/src/lsp/client""",,,"services/cli/opencode/src/lsp/client""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/index.ts,"services/cli/opencode/src/lsp/server""",,,"services/cli/opencode/src/lsp/server""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/acgs/index.ts,services/cli/opencode/src/acgs/acgs-config.json,,,services/cli/opencode/src/acgs/acgs-config.json,wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/acgs/index.ts,"services/cli/opencode/src/acgs/acgs-config.json""",,,"services/cli/opencode/src/acgs/acgs-config.json""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/acgs/index.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/server.ts,"services/cli/opencode/src/bun""",,,"services/cli/opencode/src/bun""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/server.ts,"services/cli/opencode/src/global""",,,"services/cli/opencode/src/global""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/server.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/server.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/permission/index.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/permission/index.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/permission/index.ts,"services/cli/opencode/src/bus""",,,"services/cli/opencode/src/bus""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/client.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/client.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/client.ts,"services/cli/opencode/src/lsp/language""",,,"services/cli/opencode/src/lsp/language""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/client.ts,"services/cli/opencode/src/util/timeout""",,,"services/cli/opencode/src/util/timeout""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/client.ts,"services/cli/opencode/src/lsp/server""",,,"services/cli/opencode/src/lsp/server""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/client.ts,"services/cli/opencode/src/bus""",,,"services/cli/opencode/src/bus""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/lsp/client.ts,"services/cli/opencode/src/util/error""",,,"services/cli/opencode/src/util/error""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/hooks.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/hooks.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/hooks.ts,"services/cli/opencode/src/session""",,,"services/cli/opencode/src/session""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/hooks.ts,"services/cli/opencode/src/file""",,,"services/cli/opencode/src/file""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/hooks.ts,"services/cli/opencode/src/config/config""",,,"services/cli/opencode/src/config/config""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/hooks.ts,"services/cli/opencode/src/bus""",,,"services/cli/opencode/src/bus""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/lsp-diagnostics.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/lsp-diagnostics.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/lsp-diagnostics.ts,"services/cli/opencode/src/lsp""",,,"services/cli/opencode/src/lsp""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/multiedit.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/multiedit.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/multiedit.ts,"services/cli/opencode/src/tool/edit""",,,"services/cli/opencode/src/tool/edit""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/webfetch.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/mcp/index.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/mcp/index.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/mcp/index.ts,"services/cli/opencode/src/session""",,,"services/cli/opencode/src/session""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/mcp/index.ts,"services/cli/opencode/src/config/config""",,,"services/cli/opencode/src/config/config""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/mcp/index.ts,"services/cli/opencode/src/bus""",,,"services/cli/opencode/src/bus""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/mcp/index.ts,"services/cli/opencode/src/util/error""",,,"services/cli/opencode/src/util/error""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/lsp-hover.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/lsp-hover.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/lsp-hover.ts,"services/cli/opencode/src/lsp""",,,"services/cli/opencode/src/lsp""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/config.ts,"services/cli/opencode/src/global""",,,"services/cli/opencode/src/global""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/config.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/config.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/config.ts,"services/cli/opencode/src/provider/models""",,,"services/cli/opencode/src/provider/models""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/config.ts,"services/cli/opencode/src/util/lazy""",,,"services/cli/opencode/src/util/lazy""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/config.ts,"services/cli/opencode/src/util/filesystem""",,,"services/cli/opencode/src/util/filesystem""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/config/config.ts,"services/cli/opencode/src/util/error""",,,"services/cli/opencode/src/util/error""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/patch.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/patch.ts,"services/cli/opencode/src/file/time""",,,"services/cli/opencode/src/file/time""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/task.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/task.ts,"services/cli/opencode/src/session/message""",,,"services/cli/opencode/src/session/message""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/task.ts,"services/cli/opencode/src/session""",,,"services/cli/opencode/src/session""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/task.ts,"services/cli/opencode/src/bus""",,,"services/cli/opencode/src/bus""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/write.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/write.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/write.ts,"services/cli/opencode/src/file/time""",,,"services/cli/opencode/src/file/time""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/write.ts,"services/cli/opencode/src/lsp""",,,"services/cli/opencode/src/lsp""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/write.ts,"services/cli/opencode/src/file""",,,"services/cli/opencode/src/file""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/write.ts,"services/cli/opencode/src/permission""",,,"services/cli/opencode/src/permission""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/write.ts,"services/cli/opencode/src/bus""",,,"services/cli/opencode/src/bus""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/todo.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/todo.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/todo.ts,"services/cli/opencode/src/tool/todowrite.txt""",,,"services/cli/opencode/src/tool/todowrite.txt""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/glob.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/glob.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/glob.ts,"services/cli/opencode/src/file/ripgrep""",,,"services/cli/opencode/src/file/ripgrep""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/ls.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/ls.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/bash.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/bash.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/read.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/read.ts,"services/cli/opencode/src/file/time""",,,"services/cli/opencode/src/file/time""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/read.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/read.ts,"services/cli/opencode/src/lsp""",,,"services/cli/opencode/src/lsp""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/cli/error.ts,"services/cli/opencode/src/mcp""",,,"services/cli/opencode/src/mcp""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/cli/error.ts,"services/cli/opencode/src/config/config""",,,"services/cli/opencode/src/config/config""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/cli/error.ts,"services/cli/opencode/src/cli/ui""",,,"services/cli/opencode/src/cli/ui""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/grep.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/grep.ts,"services/cli/opencode/src/tool/tool""",,,"services/cli/opencode/src/tool/tool""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/grep.ts,"services/cli/opencode/src/file/ripgrep""",,,"services/cli/opencode/src/file/ripgrep""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/cli/ui.ts,"services/cli/opencode/src/util/error""",,,"services/cli/opencode/src/util/error""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/bus/index.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/bus/index.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/provider/models.ts,"services/cli/opencode/src/global""",,,"services/cli/opencode/src/global""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/provider/models.ts,"services/cli/opencode/src/util/log""",,,"services/cli/opencode/src/util/log""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/provider/models.ts,"services/cli/opencode/src/provider/models-macro""",,,"services/cli/opencode/src/provider/models-macro""",wrong relative root,Update path to start with infrastructure/docker/
services/cli/opencode/src/tool/edit.ts,"services/cli/opencode/src/app/app""",,,"services/cli/opencode/src/app/app""",wrong relative root,Update path to start with infrastructure/docker/
